clade_name	SRS013942	SRS014468	SRS014692	SRS015055	SRS019120	SRR5892208	SRR5892209	SRR5892210	SRR5892211	SRR5892212	SRR5892213	SRR5892214	SRR5892215	SRR5892216	SRR5892217	DRR214959	DRR214960	DRR214961	DRR214962	DRR241310
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_litoralis	2	0	1	0	2	0	0	20	10	8	11	7	1	11	2	49	24	86	34	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_profundus	0	0	0	0	0	1	0	1	0	0	0	2	1	4	0	10	0	6	1	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_paralvinellae	2	0	7	2	3	2	4	7	1	0	10	5	5	7	0	186	189	134	5	6
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._SY113	1	1	3	4	0	3	1	5	1	0	3	3	0	3	0	25	209	331	195	12
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_thioreducens	0	0	2	0	0	0	1	0	0	0	1	1	1	0	0	0	0	8	10	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sibiricus	2	0	1	0	5	3	1	10	3	0	5	5	2	7	2	33	14	10	5	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_celer	0	0	0	0	0	1	5	2	0	0	2	5	7	5	1	2	1	7	2	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_guaymasensis	0	1	1	1	0	0	1	0	0	0	0	1	0	1	0	244	18	5	1	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_siculi	0	0	1	2	0	0	2	0	1	0	1	1	0	4	0	1	0	31	6	3
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_pacificus	0	0	0	0	1	1	0	3	0	0	1	3	1	0	0	1	0	7	4	1
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_eurythermalis	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	5	11	2	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_radiotolerans	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	22	0	2	0	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_peptonophilus	0	0	0	1	1	1	0	0	0	0	1	5	2	6	1	72	6	67	7	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_onnurineus	0	0	2	0	0	0	6	1	4	1	10	2	2	12	3	0	0	215	7	2
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_chitonophagus	1	0	2	0	2	1	0	2	0	0	1	4	23	0	0	2	2	3	2	1
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_barophilus	0	0	1	2	2	0	0	14	1	0	5	0	0	2	0	15	5	27	4	6
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._P6	0	0	0	0	0	0	0	1	0	0	0	0	0	4	0	4	1	8	1	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._2319x1	2	0	1	4	1	0	2	10	8	0	3	2	8	5	2	45	39	37	20	4
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._AM4	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	4	0	11	3	11
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._IOH1	0	0	3	1	1	1	6	5	4	0	2	3	0	2	2	0	0	4	1	0
d__Archaea|p__Euryarchaeota|c__Thermococci|o__Thermococcales|f__Thermococcaceae|g__Thermococcus|s__Thermococcus_sp._EXT12c	0	0	1	4	1	0	8	0	2	2	5	0	4	4	6	57	12	8	14	1
d__Archaea|p__Euryarchaeota|g__Aciduliprofundum	0	0	1	4	1	2	4	8	8	0	5	7	9	5	0	10	14	45	5	0
d__Archaea|p__Euryarchaeota|g__Aciduliprofundum|s__Aciduliprofundum_boonei	0	0	1	3	1	2	4	3	1	0	4	5	4	4	0	10	11	39	4	0
d__Archaea|p__Euryarchaeota|g__Aciduliprofundum|s__Aciduliprofundum_sp._MAR08-339	0	0	0	1	0	0	0	5	7	0	1	2	5	1	0	0	3	6	1	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata	17	6	15	20	10	16	37	57	30	3	31	56	60	72	20	585	238	1057	205	74
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|s__methanogenic_archaeon_ISO4-H5	1	1	1	3	0	0	7	1	6	1	5	9	1	7	2	86	2	145	65	17
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales	2	1	5	4	2	6	13	26	10	0	5	10	16	23	7	105	106	504	58	19
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae	2	1	5	3	1	4	12	21	8	0	4	9	11	18	4	10	14	395	15	3
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus	0	1	4	3	0	1	11	16	5	0	4	4	8	15	1	7	1	380	15	3
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Methanomassiliicoccus|s__Candidatus_Methanomassiliicoccus_intestinalis	0	1	4	3	0	1	11	16	5	0	4	4	8	15	1	7	1	380	15	3
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Candidatus_Methanoplasma	2	0	1	0	1	3	1	5	3	0	0	5	3	3	3	3	13	15	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Methanomassiliicoccaceae|g__Candidatus_Methanoplasma|s__Candidatus_Methanoplasma_termitum	2	0	1	0	1	3	1	5	3	0	0	5	3	3	3	3	13	15	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae	0	0	0	1	1	2	1	5	2	0	1	1	5	5	3	95	92	109	43	16
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__Candidatus_Methanomethylophilus	0	0	0	1	1	2	1	5	2	0	1	1	5	5	3	95	92	109	43	16
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Methanomassiliicoccales|f__Candidatus_Methanomethylophilaceae|g__Candidatus_Methanomethylophilus|s__Candidatus_Methanomethylophilus_alvus	0	0	0	1	1	2	1	5	2	0	1	1	5	5	3	95	92	109	43	16
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales	14	4	9	13	8	10	17	30	14	2	21	37	43	42	11	394	130	407	82	38
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Cuniculiplasmataceae	4	0	2	1	4	0	1	4	3	0	4	1	4	11	0	25	23	16	14	11
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Cuniculiplasmataceae|g__Cuniculiplasma	4	0	2	1	4	0	1	4	3	0	4	1	4	11	0	25	23	16	14	11
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Cuniculiplasmataceae|g__Cuniculiplasma|s__Cuniculiplasma_divulgatum	4	0	2	1	4	0	1	4	3	0	4	1	4	11	0	25	23	16	14	11
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae	0	1	3	1	0	2	6	5	1	0	0	3	7	2	3	118	14	8	13	2
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma	0	1	3	1	0	2	6	5	1	0	0	3	7	2	3	118	14	8	13	2
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_acidophilum	0	0	1	0	0	0	1	4	0	0	0	2	0	0	2	2	3	2	5	1
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Thermoplasmataceae|g__Thermoplasma|s__Thermoplasma_volcanium	0	1	2	1	0	2	5	1	1	0	0	1	7	2	1	116	11	6	8	1
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae	0	0	0	3	0	3	5	13	3	1	4	13	11	4	0	118	35	34	46	2
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus	0	0	0	3	0	3	5	13	3	1	4	13	11	4	0	118	35	34	46	2
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Picrophilaceae|g__Picrophilus|s__Picrophilus_torridus	0	0	0	3	0	3	5	13	3	1	4	13	11	4	0	118	35	34	46	2
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae	4	2	1	5	1	5	4	3	6	0	4	15	9	18	0	104	27	11	1	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Ferroplasma	4	2	1	5	1	5	4	3	6	0	4	15	9	18	0	104	27	11	1	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Ferroplasma|s__Ferroplasma_acidarmanus	2	0	1	2	1	5	4	0	0	0	4	5	7	8	0	0	3	5	0	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|f__Ferroplasmaceae|g__Ferroplasma|s__Ferroplasma_acidiphilum	2	2	0	2	0	0	0	3	6	0	0	9	1	9	0	104	23	5	1	0
d__Archaea|p__Euryarchaeota|c__Thermoplasmata|o__Thermoplasmatales|s__Thermoplasmatales_archaeon_BRNA1	6	1	3	3	3	0	1	5	1	1	9	5	12	7	8	29	31	338	8	23
d__Archaea|p__Euryarchaeota|c__Methanobacteria	32	13	95	68	19	70	204	313	137	31	154	231	281	300	100	2190	1728	1498	797	234
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	32	13	95	68	19	70	204	313	137	31	154	231	281	300	100	2190	1728	1498	797	234
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermaceae	0	0	2	1	0	2	3	20	8	1	10	4	14	10	2	159	58	261	177	4
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermaceae|g__Methanothermus	0	0	2	1	0	2	3	20	8	1	10	4	14	10	2	159	58	261	177	4
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanothermaceae|g__Methanothermus|s__Methanothermus_fervidus	0	0	2	1	0	2	3	20	8	1	10	4	14	10	2	159	58	261	177	4
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	32	13	93	67	19	68	201	293	129	30	144	227	267	290	98	2030	1669	1237	620	229
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter	0	0	0	3	0	1	3	11	3	0	4	0	13	10	2	51	28	60	5	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter_sp._CaT2	0	0	0	0	0	1	0	9	0	0	4	0	10	1	2	1	1	2	0	0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter_sp._KEPCO1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	39	21	7	0	0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter_thermautotrophicus	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	5	0	20	0	0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter_marburgensis	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	5	3	3	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanothermobacter|s__Methanothermobacter_wolfeii	0	0	0	0	0	0	0	1	0	0	0	0	2	5	0	0	0	26	1	0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera	4	1	8	16	2	9	3	35	28	3	17	34	38	48	15	206	49	215	57	27
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_sp._BMS	2	1	2	1	0	1	0	18	16	2	12	12	28	29	1	42	14	87	25	6
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanosphaera|s__Methanosphaera_stadtmanae	2	0	6	15	2	8	3	17	12	1	5	22	10	19	14	163	35	128	31	20
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium	2	3	23	6	0	3	50	55	39	4	46	27	39	46	25	524	184	165	105	41
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_formicicum	0	1	0	2	0	0	7	3	5	1	7	4	4	4	12	115	27	5	3	9
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_subterraneum	0	0	2	0	0	0	0	0	0	0	0	3	4	3	4	35	35	66	18	0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_paludis	2	0	2	1	0	3	9	16	5	1	2	5	2	12	3	28	26	11	2	6
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_congolense	0	0	14	1	0	0	17	15	4	2	13	5	6	9	2	74	29	35	21	1
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_lacus	0	1	1	1	0	0	7	14	0	0	0	6	11	14	0	81	65	22	53	22
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_sp._MZ-A1	0	0	0	0	0	0	9	3	6	0	21	2	11	2	3	0	0	6	3	0
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobacterium|s__Methanobacterium_sp._MB1	0	1	3	0	0	0	0	3	18	0	3	1	0	1	0	189	0	17	3	2
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter	26	9	61	42	17	55	145	191	58	23	76	164	177	186	55	1248	1407	795	452	160
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_ruminantium	2	0	4	4	2	7	3	34	4	11	3	3	16	19	7	102	25	105	26	12
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_millerae	12	5	7	7	7	6	17	24	14	2	10	40	52	30	4	415	766	82	42	70
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_olleyae	5	1	10	7	3	6	21	30	15	0	22	29	32	25	7	42	107	47	17	10
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_smithii	4	1	6	11	2	14	7	50	9	2	15	22	28	34	4	206	17	204	185	13
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_sp._AbM4	2	1	15	2	1	8	6	16	7	5	14	17	11	31	6	136	144	133	21	38
d__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae|g__Methanobrevibacter|s__Methanobrevibacter_sp._YE315	1	1	19	11	2	14	91	36	9	3	11	53	37	47	27	344	346	222	159	16
d__Archaea|p__Euryarchaeota|c__Methanococci	1683	9	83	44	3218	37	133	231	134	13	90	178	203	242	83	1182	664	1244	1286	9542
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales	1683	9	83	44	3218	37	133	231	134	13	90	178	203	242	83	1182	664	1244	1286	9542
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|g__Methanofervidicoccus	0	0	1	1	1	0	6	11	7	0	4	16	5	15	1	72	5	23	3	0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|g__Methanofervidicoccus|s__Methanofervidicoccus_sp._A16	0	0	1	1	1	0	6	11	7	0	4	16	5	15	1	72	5	23	3	0
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae	1653	6	40	23	3191	20	84	111	67	10	47	62	74	118	53	390	260	275	917	9421
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanotorris	1	2	5	0	0	3	9	13	5	4	3	8	3	13	3	1	33	12	1	1
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanotorris|s__Methanotorris_igneus	1	2	5	0	0	3	9	13	5	4	3	8	3	13	3	1	33	12	1	1
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus	1652	4	35	23	3191	17	75	98	62	6	44	54	71	105	50	389	227	263	916	9420
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus_vulcanius	4	2	19	3	5	5	25	24	16	0	7	18	12	27	11	103	40	51	32	2
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus_infernus	6	0	4	4	3	5	2	6	12	0	17	8	6	6	5	219	21	48	8	3
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus_fervens	0	1	1	7	0	0	8	17	6	0	2	6	10	18	1	8	17	11	35	9
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus_bathoardescens	3	1	4	5	1	6	26	22	12	3	3	13	12	16	8	21	4	102	48	6
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus_jannaschii	1636	0	0	0	3179	0	9	11	9	0	7	7	15	21	22	28	140	43	790	9397
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanocaldococcaceae|g__Methanocaldococcus|s__Methanocaldococcus_sp._FS406-22	2	0	5	3	3	0	4	17	6	3	6	1	14	14	1	8	3	6	0	1
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae	30	3	42	20	26	17	42	109	59	3	39	100	124	108	29	718	398	945	365	121
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanothermococcus	0	0	2	3	0	2	1	18	6	0	2	10	17	9	1	144	42	46	67	8
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanothermococcus|s__Methanothermococcus_okinawensis	0	0	2	3	0	2	1	18	6	0	2	10	17	9	1	144	42	46	67	8
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus	30	3	40	17	26	15	41	91	52	3	37	90	106	99	28	574	356	898	298	112
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus_vannielii	1	0	12	2	2	1	4	6	7	1	2	8	15	8	1	23	8	79	16	2
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus_voltae	2	0	18	2	2	4	2	12	6	0	8	33	32	20	2	109	146	493	173	8
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus_aeolicus	1	0	1	1	4	2	5	25	4	0	4	8	5	8	3	167	14	111	4	69
d__Archaea|p__Euryarchaeota|c__Methanococci|o__Methanococcales|f__Methanococcaceae|g__Methanococcus|s__Methanococcus_maripaludis	26	3	8	12	17	8	29	47	35	2	23	40	54	63	21	274	187	214	103	33
d__Archaea|p__Euryarchaeota|c__Methanomicrobia	55	13	95	104	53	83	254	384	175	30	221	269	302	388	107	2997	1230	3536	1263	502
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales	5	0	2	5	1	6	6	30	20	1	12	10	15	26	3	222	109	268	101	41
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae	5	0	2	5	1	6	6	30	20	1	12	10	15	26	3	222	109	268	101	41
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella	5	0	2	5	1	6	6	30	20	1	12	10	15	26	3	222	109	268	101	41
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__Methanocella_paludicola	3	0	0	2	1	2	1	24	15	1	1	4	6	19	2	22	31	128	82	18
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__Methanocella_arvoryzae	0	0	1	3	0	1	3	3	2	0	4	0	0	3	0	8	1	24	1	14
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanocellales|f__Methanocellaceae|g__Methanocella|s__Methanocella_conradii	2	0	1	0	0	3	2	3	3	0	7	6	9	4	1	192	76	116	18	9
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales	14	3	12	18	17	5	39	61	35	9	38	35	67	75	20	578	207	832	313	207
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae	0	1	3	0	3	0	3	1	1	0	2	9	2	4	7	71	7	23	17	1
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__Methanospirillum	0	1	3	0	3	0	3	1	1	0	2	9	2	4	7	71	7	23	17	1
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanospirillaceae|g__Methanospirillum|s__Methanospirillum_hungatei	0	1	3	0	3	0	3	1	1	0	2	9	2	4	7	71	7	23	17	1
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae	0	0	0	2	1	1	11	7	1	0	1	8	3	11	0	61	4	66	2	12
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae|g__Methanocorpusculum	0	0	0	2	1	1	11	7	1	0	1	8	3	11	0	61	4	66	2	12
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanocorpusculaceae|g__Methanocorpusculum|s__Methanocorpusculum_labreanum	0	0	0	2	1	1	11	7	1	0	1	8	3	11	0	61	4	66	2	12
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae	2	0	5	6	1	2	13	24	20	2	13	8	10	17	3	252	150	82	42	7
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanosphaerula	0	0	2	1	0	0	1	3	2	0	4	1	3	2	0	211	140	38	25	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanosphaerula|s__Methanosphaerula_palustris	0	0	2	1	0	0	1	3	2	0	4	1	3	2	0	211	140	38	25	3
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanolinea	1	0	0	1	0	2	0	2	2	0	0	0	4	0	0	24	0	3	2	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanolinea|s__Methanolinea_tarda	1	0	0	1	0	2	0	2	2	0	0	0	4	0	0	24	0	3	2	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregula	1	0	3	4	1	0	12	19	16	2	9	7	3	15	3	16	10	40	15	4
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregula|s__Methanoregula_boonei	0	0	3	2	0	0	4	12	15	0	0	1	2	5	0	13	5	37	1	2
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanoregulaceae|g__Methanoregula|s__Methanoregula_formicica	1	0	0	2	1	0	8	7	1	2	9	6	1	10	3	3	5	3	14	2
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae	12	2	4	10	12	2	12	29	13	7	22	10	52	43	9	193	45	661	252	186
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanolacinia	5	2	4	2	4	1	3	6	5	0	3	4	15	15	0	10	6	11	6	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanolacinia|s__Methanolacinia_petrolearia	5	2	4	2	4	1	3	6	5	0	3	4	15	15	0	10	6	11	6	0
d__Archaea|p__Euryarchaeota|c__Methanomicrobia|o__Methanomicrobiales|f__Methanomicrobiaceae|g__Methanoplanus	1	0	0	0	2	1	3	12	4	1	14	5	21	18	1	83	25	133	128	13
